merge_key,style,rel_path,clip_similarity
dataset/retro/retro_408.jpg,retro,dataset/retro/retro_408.jpg,0.31230462
dataset/gal/gal_87.jpg,gal,dataset/gal/gal_87.jpg,0.31865507
dataset/retro/retro_607.jpg,retro,dataset/retro/retro_607.jpg,0.33276737
dataset/street/street_675.jpg,street,dataset/street/street_675.jpg,0.2650001
dataset/retro/retro_230.jpg,retro,dataset/retro/retro_230.jpg,0.29941523
dataset/fairy/fairy_134.jpg,fairy,dataset/fairy/fairy_134.jpg,0.29825577
dataset/conservative/conservative_125.jpg,conservative,dataset/conservative/conservative_125.jpg,0.32208145
dataset/lolita/lolita_984.jpg,lolita,dataset/lolita/lolita_984.jpg,0.31131238
dataset/retro/retro_224.jpg,retro,dataset/retro/retro_224.jpg,0.25621882
dataset/street/street_881.jpg,street,dataset/street/street_881.jpg,0.29071993
dataset/natural/natural_41.jpg,natural,dataset/natural/natural_41.jpg,0.32465723
dataset/conservative/conservative_550.jpg,conservative,dataset/conservative/conservative_550.jpg,0.30829662
dataset/natural/natural_141.jpg,natural,dataset/natural/natural_141.jpg,0.35608733
dataset/fairy/fairy_783.jpg,fairy,dataset/fairy/fairy_783.jpg,0.27084568
dataset/lolita/lolita_686.jpg,lolita,dataset/lolita/lolita_686.jpg,0.341179
dataset/mode/mode_201.jpg,mode,dataset/mode/mode_201.jpg,0.2758097
dataset/rock/rock_759.jpg,rock,dataset/rock/rock_759.jpg,0.350639
dataset/mode/mode_1053.jpg,mode,dataset/mode/mode_1053.jpg,0.28764763
dataset/ethnic/ethnic_123.jpg,ethnic,dataset/ethnic/ethnic_123.jpg,0.29837883
dataset/dressy/dressy_715.jpg,dressy,dataset/dressy/dressy_715.jpg,0.26563728
dataset/gal/gal_356.jpg,gal,dataset/gal/gal_356.jpg,0.2888103
dataset/kireime-casual/kireime-casual_258.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_258.jpg,0.28354242
dataset/girlish/girlish_331.jpg,girlish,dataset/girlish/girlish_331.jpg,0.2684489
dataset/dressy/dressy_897.jpg,dressy,dataset/dressy/dressy_897.jpg,0.36089513
dataset/natural/natural_765.jpg,natural,dataset/natural/natural_765.jpg,0.30455062
dataset/dressy/dressy_486.jpg,dressy,dataset/dressy/dressy_486.jpg,0.29201964
dataset/mode/mode_498.jpg,mode,dataset/mode/mode_498.jpg,0.23465204
dataset/dressy/dressy_319.jpg,dressy,dataset/dressy/dressy_319.jpg,0.33906114
dataset/natural/natural_835.jpg,natural,dataset/natural/natural_835.jpg,0.24372384
dataset/natural/natural_558.jpg,natural,dataset/natural/natural_558.jpg,0.30566096
dataset/mode/mode_1016.jpg,mode,dataset/mode/mode_1016.jpg,0.30593002
dataset/conservative/conservative_282.jpg,conservative,dataset/conservative/conservative_282.jpg,0.29647052
dataset/fairy/fairy_637.jpg,fairy,dataset/fairy/fairy_637.jpg,0.31867018
dataset/rock/rock_382.jpg,rock,dataset/rock/rock_382.jpg,0.27844292
dataset/mode/mode_597.jpg,mode,dataset/mode/mode_597.jpg,0.28907788
dataset/fairy/fairy_89.jpg,fairy,dataset/fairy/fairy_89.jpg,0.29016614
dataset/lolita/lolita_964.jpg,lolita,dataset/lolita/lolita_964.jpg,0.26439255
dataset/street/street_639.jpg,street,dataset/street/street_639.jpg,0.31335557
dataset/lolita/lolita_451.jpg,lolita,dataset/lolita/lolita_451.jpg,0.3175576
dataset/ethnic/ethnic_788.jpg,ethnic,dataset/ethnic/ethnic_788.jpg,0.30088297
dataset/rock/rock_606.jpg,rock,dataset/rock/rock_606.jpg,0.29697
dataset/natural/natural_628.jpg,natural,dataset/natural/natural_628.jpg,0.25480923
dataset/street/street_790.jpg,street,dataset/street/street_790.jpg,0.2801351
dataset/lolita/lolita_638.jpg,lolita,dataset/lolita/lolita_638.jpg,0.31486362
dataset/mode/mode_177.jpg,mode,dataset/mode/mode_177.jpg,0.3097489
dataset/dressy/dressy_422.jpg,dressy,dataset/dressy/dressy_422.jpg,0.2514053
dataset/mode/mode_77.jpg,mode,dataset/mode/mode_77.jpg,0.2958197
dataset/conservative/conservative_378.jpg,conservative,dataset/conservative/conservative_378.jpg,0.33196834
dataset/natural/natural_288.jpg,natural,dataset/natural/natural_288.jpg,0.2564175
dataset/mode/mode_204.jpg,mode,dataset/mode/mode_204.jpg,0.2881906
dataset/gal/gal_432.jpg,gal,dataset/gal/gal_432.jpg,0.31647435
dataset/street/street_501.jpg,street,dataset/street/street_501.jpg,0.28221563
dataset/fairy/fairy_691.jpg,fairy,dataset/fairy/fairy_691.jpg,0.27709132
dataset/fairy/fairy_254.jpg,fairy,dataset/fairy/fairy_254.jpg,0.3388879
dataset/natural/natural_615.jpg,natural,dataset/natural/natural_615.jpg,0.26786703
dataset/fairy/fairy_752.jpg,fairy,dataset/fairy/fairy_752.jpg,0.3576399
dataset/street/street_687.jpg,street,dataset/street/street_687.jpg,0.29625446
dataset/retro/retro_426.jpg,retro,dataset/retro/retro_426.jpg,0.34002224
dataset/fairy/fairy_599.jpg,fairy,dataset/fairy/fairy_599.jpg,0.3771227
dataset/conservative/conservative_589.jpg,conservative,dataset/conservative/conservative_589.jpg,0.24562414
dataset/street/street_172.jpg,street,dataset/street/street_172.jpg,0.28109002
dataset/girlish/girlish_354.jpg,girlish,dataset/girlish/girlish_354.jpg,0.29955113
dataset/street/street_402.jpg,street,dataset/street/street_402.jpg,0.34154388
dataset/conservative/conservative_920.jpg,conservative,dataset/conservative/conservative_920.jpg,0.28080255
dataset/kireime-casual/kireime-casual_742.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_742.jpg,0.28227323
dataset/rock/rock_592.jpg,rock,dataset/rock/rock_592.jpg,0.41015977
dataset/feminine/feminine_603.jpg,feminine,dataset/feminine/feminine_603.jpg,0.27095896
dataset/dressy/dressy_816.jpg,dressy,dataset/dressy/dressy_816.jpg,0.2884856
dataset/girlish/girlish_777.jpg,girlish,dataset/girlish/girlish_777.jpg,0.28907907
dataset/mode/mode_720.jpg,mode,dataset/mode/mode_720.jpg,0.3523757
dataset/street/street_299.jpg,street,dataset/street/street_299.jpg,0.29486135
dataset/street/street_229.jpg,street,dataset/street/street_229.jpg,0.2802033
dataset/retro/retro_680.jpg,retro,dataset/retro/retro_680.jpg,0.27213335
dataset/retro/retro_557.jpg,retro,dataset/retro/retro_557.jpg,0.28917694
dataset/street/street_586.jpg,street,dataset/street/street_586.jpg,0.3067784
dataset/retro/retro_49.jpg,retro,dataset/retro/retro_49.jpg,0.28210434
dataset/natural/natural_724.jpg,natural,dataset/natural/natural_724.jpg,0.28893954
dataset/ethnic/ethnic_171.jpg,ethnic,dataset/ethnic/ethnic_171.jpg,0.29799837
dataset/feminine/feminine_342.jpg,feminine,dataset/feminine/feminine_342.jpg,0.30161268
dataset/gal/gal_242.jpg,gal,dataset/gal/gal_242.jpg,0.28945255
dataset/natural/natural_440.jpg,natural,dataset/natural/natural_440.jpg,0.22246009
dataset/natural/natural_154.jpg,natural,dataset/natural/natural_154.jpg,0.30601358
dataset/lolita/lolita_840.jpg,lolita,dataset/lolita/lolita_840.jpg,0.33150667
dataset/rock/rock_495.jpg,rock,dataset/rock/rock_495.jpg,0.270112
dataset/girlish/girlish_79.jpg,girlish,dataset/girlish/girlish_79.jpg,0.2870821
dataset/ethnic/ethnic_300.jpg,ethnic,dataset/ethnic/ethnic_300.jpg,0.28531533
dataset/gal/gal_187.jpg,gal,dataset/gal/gal_187.jpg,0.30836505
dataset/girlish/girlish_943.jpg,girlish,dataset/girlish/girlish_943.jpg,0.33831543
dataset/kireime-casual/kireime-casual_1034.jpg,kireime-casual,dataset/kireime-casual/kireime-casual_1034.jpg,0.30903813
dataset/ethnic/ethnic_231.jpg,ethnic,dataset/ethnic/ethnic_231.jpg,0.27483708
dataset/girlish/girlish_184.jpg,girlish,dataset/girlish/girlish_184.jpg,0.28318107
